Sequence_ID,EC_Number,PDB_ID,Chain_ID,PDB_Chain,Query_PDB,Template_PDB,RMSD,Aligned_Atoms,Nucleotide_Found,PNG_File,PDB_File
A0QTG1,6.3.2.34,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QTG1_6.3.2.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.783,1016,True,A0QTG1_6.3.2.34_vs_7uld_A_visualization.png,A0QTG1_6.3.2.34_vs_7uld_A_aligned.pdb
A5UMJ2,6.3.5.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5UMJ2_6.3.5.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.356,715,False,A5UMJ2_6.3.5.12_vs_121p_A_visualization.png,A5UMJ2_6.3.5.12_vs_121p_A_aligned.pdb
A6VH63,6.3.5.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6VH63_6.3.5.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.090,746,False,A6VH63_6.3.5.12_vs_121p_A_visualization.png,A6VH63_6.3.5.12_vs_121p_A_aligned.pdb
O27509,6.3.5.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O27509_6.3.5.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.374,760,False,O27509_6.3.5.12_vs_121p_A_visualization.png,O27509_6.3.5.12_vs_121p_A_aligned.pdb
A4FW46,6.3.5.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4FW46_6.3.5.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.109,747,False,A4FW46_6.3.5.12_vs_121p_A_visualization.png,A4FW46_6.3.5.12_vs_121p_A_aligned.pdb
A6UQC1,6.3.5.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6UQC1_6.3.5.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.917,586,False,A6UQC1_6.3.5.12_vs_121p_A_visualization.png,A6UQC1_6.3.5.12_vs_121p_A_aligned.pdb
A1RRI0,3.5.4.29,1wc6,B,1wc6B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1RRI0_3.5.4.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1wc6_B.pdb,4.583,90,False,A1RRI0_3.5.4.29_vs_1wc6_B_visualization.png,A1RRI0_3.5.4.29_vs_1wc6_B_aligned.pdb
A3MV81,3.5.4.29,1wc6,B,1wc6B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3MV81_3.5.4.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1wc6_B.pdb,9.644,438,False,A3MV81_3.5.4.29_vs_1wc6_B_visualization.png,A3MV81_3.5.4.29_vs_1wc6_B_aligned.pdb
A4WKJ7,3.5.4.29,1wc6,B,1wc6B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4WKJ7_3.5.4.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1wc6_B.pdb,15.172,532,False,A4WKJ7_3.5.4.29_vs_1wc6_B_visualization.png,A4WKJ7_3.5.4.29_vs_1wc6_B_aligned.pdb
P0AEX0,2.7.1.56,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0AEX0_2.7.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,1.337,1340,False,P0AEX0_2.7.1.56_vs_2jg1_C_visualization.png,P0AEX0_2.7.1.56_vs_2jg1_C_aligned.pdb
P0AEW9,2.7.1.56,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0AEW9_2.7.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,1.341,1342,False,P0AEW9_2.7.1.56_vs_2jg1_C_visualization.png,P0AEW9_2.7.1.56_vs_2jg1_C_aligned.pdb
D4GYE6,2.7.1.56,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/D4GYE6_2.7.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,1.677,1231,False,D4GYE6_2.7.1.56_vs_2jg1_C_visualization.png,D4GYE6_2.7.1.56_vs_2jg1_C_aligned.pdb
O31714,2.7.1.56,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O31714_2.7.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,1.674,1356,False,O31714_2.7.1.56_vs_2jg1_C_visualization.png,O31714_2.7.1.56_vs_2jg1_C_aligned.pdb
O51575,2.7.1.56,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O51575_2.7.1.56.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,1.470,1289,False,O51575_2.7.1.56_vs_2jg1_C_visualization.png,O51575_2.7.1.56_vs_2jg1_C_aligned.pdb
A1BEH0,1.18.6.1,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1BEH0_1.18.6.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.827,947,False,A1BEH0_1.18.6.1_vs_121p_A_visualization.png,A1BEH0_1.18.6.1_vs_121p_A_aligned.pdb
A0LH11,1.18.6.1,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LH11_1.18.6.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.774,320,False,A0LH11_1.18.6.1_vs_121p_A_visualization.png,A0LH11_1.18.6.1_vs_121p_A_aligned.pdb
A3CWW3,1.18.6.1,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3CWW3_1.18.6.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,11.793,798,False,A3CWW3_1.18.6.1_vs_121p_A_visualization.png,A3CWW3_1.18.6.1_vs_121p_A_aligned.pdb
A3PLS9,1.18.6.1,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3PLS9_1.18.6.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.010,689,False,A3PLS9_1.18.6.1_vs_121p_A_visualization.png,A3PLS9_1.18.6.1_vs_121p_A_aligned.pdb
A0L6X0,1.18.6.1,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L6X0_1.18.6.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,11.310,717,False,A0L6X0_1.18.6.1_vs_121p_A_visualization.png,A0L6X0_1.18.6.1_vs_121p_A_aligned.pdb
A0KRU9,4.6.1.17,3jqm,B,3jqmB,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KRU9_4.6.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3jqm_B.pdb,0.756,782,True,A0KRU9_4.6.1.17_vs_3jqm_B_visualization.png,A0KRU9_4.6.1.17_vs_3jqm_B_aligned.pdb
A0L7R3,4.6.1.17,3jqm,B,3jqmB,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L7R3_4.6.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3jqm_B.pdb,0.778,757,True,A0L7R3_4.6.1.17_vs_3jqm_B_visualization.png,A0L7R3_4.6.1.17_vs_3jqm_B_aligned.pdb
A0KA61,4.6.1.17,3jqm,B,3jqmB,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KA61_4.6.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3jqm_B.pdb,0.685,720,True,A0KA61_4.6.1.17_vs_3jqm_B_visualization.png,A0KA61_4.6.1.17_vs_3jqm_B_aligned.pdb
A0LLI8,4.6.1.17,3jqm,B,3jqmB,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LLI8_4.6.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3jqm_B.pdb,0.849,766,True,A0LLI8_4.6.1.17_vs_3jqm_B_visualization.png,A0LLI8_4.6.1.17_vs_3jqm_B_aligned.pdb
A0AHF9,4.6.1.17,3jqm,B,3jqmB,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AHF9_4.6.1.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3jqm_B.pdb,0.773,721,True,A0AHF9_4.6.1.17_vs_3jqm_B_visualization.png,A0AHF9_4.6.1.17_vs_3jqm_B_aligned.pdb
A4TMJ3,2.7.1.60,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4TMJ3_2.7.1.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,21.435,1152,True,A4TMJ3_2.7.1.60_vs_1d4x_A_visualization.png,A4TMJ3_2.7.1.60_vs_1d4x_A_aligned.pdb
A5UB07,2.7.1.60,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5UB07_2.7.1.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,15.495,625,True,A5UB07_2.7.1.60_vs_1d4x_A_visualization.png,A5UB07_2.7.1.60_vs_1d4x_A_aligned.pdb
A5UFU9,2.7.1.60,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5UFU9_2.7.1.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,15.493,625,True,A5UFU9_2.7.1.60_vs_1d4x_A_visualization.png,A5UFU9_2.7.1.60_vs_1d4x_A_aligned.pdb
A5F7C0,2.7.1.60,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5F7C0_2.7.1.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,5.757,486,True,A5F7C0_2.7.1.60_vs_1d4x_A_visualization.png,A5F7C0_2.7.1.60_vs_1d4x_A_aligned.pdb
A1AGB6,2.7.1.60,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1AGB6_2.7.1.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,14.229,1073,True,A1AGB6_2.7.1.60_vs_1d4x_A_visualization.png,A1AGB6_2.7.1.60_vs_1d4x_A_aligned.pdb
A0A0H2WZQ7,6.3.5.13,6cau,A,6cauA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0A0H2WZQ7_6.3.5.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6cau_A.pdb,5.613,1022,False,A0A0H2WZQ7_6.3.5.13_vs_6cau_A_visualization.png,A0A0H2WZQ7_6.3.5.13_vs_6cau_A_aligned.pdb
A0A0H3JUU7,6.3.5.13,6cau,A,6cauA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0A0H3JUU7_6.3.5.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6cau_A.pdb,5.658,1025,False,A0A0H3JUU7_6.3.5.13_vs_6cau_A_visualization.png,A0A0H3JUU7_6.3.5.13_vs_6cau_A_aligned.pdb
A0L7P3,2.7.1.33,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L7P3_2.7.1.33.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,19.414,891,True,A0L7P3_2.7.1.33_vs_1d4x_A_visualization.png,A0L7P3_2.7.1.33_vs_1d4x_A_aligned.pdb
A0KRK9,2.7.1.33,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KRK9_2.7.1.33.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.388,248,False,A0KRK9_2.7.1.33_vs_121p_A_visualization.png,A0KRK9_2.7.1.33_vs_121p_A_aligned.pdb
A0KAX6,2.7.1.33,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KAX6_2.7.1.33.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,15.617,715,True,A0KAX6_2.7.1.33_vs_1d4x_A_visualization.png,A0KAX6_2.7.1.33_vs_1d4x_A_aligned.pdb
A0AF20,2.7.1.33,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AF20_2.7.1.33.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,15.038,345,True,A0AF20_2.7.1.33_vs_1d4x_A_visualization.png,A0AF20_2.7.1.33_vs_1d4x_A_aligned.pdb
A0AH37,2.7.1.33,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AH37_2.7.1.33.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,18.612,743,False,A0AH37_2.7.1.33_vs_121p_A_visualization.png,A0AH37_2.7.1.33_vs_121p_A_aligned.pdb
Q12093,2.8.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q12093_2.8.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,15.748,1029,True,Q12093_2.8.1.14_vs_1mb9_B_visualization.png,Q12093_2.8.1.14_vs_1mb9_B_aligned.pdb
O75648,2.8.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O75648_2.8.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,10.172,441,True,O75648_2.8.1.14_vs_1mb9_B_visualization.png,O75648_2.8.1.14_vs_1mb9_B_aligned.pdb
Q17440,2.8.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q17440_2.8.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,11.223,610,True,Q17440_2.8.1.14_vs_1mb9_B_visualization.png,Q17440_2.8.1.14_vs_1mb9_B_aligned.pdb
O13947,2.8.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O13947_2.8.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,0.278,62,True,O13947_2.8.1.14_vs_1mb9_B_visualization.png,O13947_2.8.1.14_vs_1mb9_B_aligned.pdb
B1WC37,2.8.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B1WC37_2.8.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,0.724,129,True,B1WC37_2.8.1.14_vs_1mb9_B_visualization.png,B1WC37_2.8.1.14_vs_1mb9_B_aligned.pdb
P0DX43,7.4.2.13,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0DX43_7.4.2.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,7.726,188,False,P0DX43_7.4.2.13_vs_121p_A_visualization.png,P0DX43_7.4.2.13_vs_121p_A_aligned.pdb
P76014,2.7.1.121,1un9,A,1un9A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P76014_2.7.1.121.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1un9_A.pdb,1.555,664,False,P76014_2.7.1.121_vs_1un9_A_visualization.png,P76014_2.7.1.121_vs_1un9_A_aligned.pdb
P42360,7.2.2.5,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P42360_7.2.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,2.852,132,False,P42360_7.2.2.5_vs_121p_A_visualization.png,P42360_7.2.2.5_vs_121p_A_aligned.pdb
P30235,2.7.1.83,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P30235_2.7.1.83.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,4.812,1063,False,P30235_2.7.1.83_vs_2jg1_C_visualization.png,P30235_2.7.1.83_vs_2jg1_C_aligned.pdb
Q94AT3,2.7.1.83,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q94AT3_2.7.1.83.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,4.464,1039,False,Q94AT3_2.7.1.83_vs_2jg1_C_visualization.png,Q94AT3_2.7.1.83_vs_2jg1_C_aligned.pdb
P25126,6.2.1.4,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P25126_6.2.1.4.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,20.804,1212,False,P25126_6.2.1.4_vs_5dgh_A_visualization.png,P25126_6.2.1.4_vs_5dgh_A_aligned.pdb
I1WFB9,2.7.1.24,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/I1WFB9_2.7.1.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.719,721,False,I1WFB9_2.7.1.24_vs_121p_A_visualization.png,I1WFB9_2.7.1.24_vs_121p_A_aligned.pdb
O34932,2.7.1.24,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O34932_2.7.1.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.345,729,False,O34932_2.7.1.24_vs_121p_A_visualization.png,O34932_2.7.1.24_vs_121p_A_aligned.pdb
O25502,2.7.1.24,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O25502_2.7.1.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.980,412,False,O25502_2.7.1.24_vs_121p_A_visualization.png,O25502_2.7.1.24_vs_121p_A_aligned.pdb
O51497,2.7.1.24,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O51497_2.7.1.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.253,457,False,O51497_2.7.1.24_vs_121p_A_visualization.png,O51497_2.7.1.24_vs_121p_A_aligned.pdb
O67792,2.7.1.24,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O67792_2.7.1.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.993,619,False,O67792_2.7.1.24_vs_121p_A_visualization.png,O67792_2.7.1.24_vs_121p_A_aligned.pdb
A0KZB1,2.7.1.23,1z0s,A,1z0sA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KZB1_2.7.1.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1z0s_A.pdb,1.357,842,True,A0KZB1_2.7.1.23_vs_1z0s_A_visualization.png,A0KZB1_2.7.1.23_vs_1z0s_A_aligned.pdb
A0LG64,2.7.1.23,1z0s,A,1z0sA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LG64_2.7.1.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1z0s_A.pdb,1.319,916,True,A0LG64_2.7.1.23_vs_1z0s_A_visualization.png,A0LG64_2.7.1.23_vs_1z0s_A_aligned.pdb
A0K4S0,2.7.1.23,1z0s,A,1z0sA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K4S0_2.7.1.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1z0s_A.pdb,1.341,809,True,A0K4S0_2.7.1.23_vs_1z0s_A_visualization.png,A0K4S0_2.7.1.23_vs_1z0s_A_aligned.pdb
A0L8H9,2.7.1.23,1z0s,A,1z0sA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L8H9_2.7.1.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1z0s_A.pdb,1.498,949,True,A0L8H9_2.7.1.23_vs_1z0s_A_visualization.png,A0L8H9_2.7.1.23_vs_1z0s_A_aligned.pdb
A0LXV8,2.7.1.23,1z0s,A,1z0sA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LXV8_2.7.1.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1z0s_A.pdb,1.774,1005,True,A0LXV8_2.7.1.23_vs_1z0s_A_visualization.png,A0LXV8_2.7.1.23_vs_1z0s_A_aligned.pdb
A6QJ37,2.7.1.144,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6QJ37_2.7.1.144.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,0.732,1691,False,A6QJ37_2.7.1.144_vs_2jg1_C_visualization.png,A6QJ37_2.7.1.144_vs_2jg1_C_aligned.pdb
A2RGF2,2.7.1.144,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2RGF2_2.7.1.144.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,0.947,1567,False,A2RGF2_2.7.1.144_vs_2jg1_C_visualization.png,A2RGF2_2.7.1.144_vs_2jg1_C_aligned.pdb
A3CPH5,2.7.1.144,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3CPH5_2.7.1.144.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,0.834,1550,False,A3CPH5_2.7.1.144_vs_2jg1_C_visualization.png,A3CPH5_2.7.1.144_vs_2jg1_C_aligned.pdb
A6U3S3,2.7.1.144,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6U3S3_2.7.1.144.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,0.690,1667,False,A6U3S3_2.7.1.144_vs_2jg1_C_visualization.png,A6U3S3_2.7.1.144_vs_2jg1_C_aligned.pdb
A5IUY2,2.7.1.144,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5IUY2_2.7.1.144.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,0.691,1667,False,A5IUY2_2.7.1.144_vs_2jg1_C_visualization.png,A5IUY2_2.7.1.144_vs_2jg1_C_aligned.pdb
Q035E0,7.3.2.2,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q035E0_7.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,9.812,191,False,Q035E0_7.3.2.2_vs_121p_A_visualization.png,Q035E0_7.3.2.2_vs_121p_A_aligned.pdb
Q02QM1,7.3.2.2,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q02QM1_7.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.617,68,False,Q02QM1_7.3.2.2_vs_121p_A_visualization.png,Q02QM1_7.3.2.2_vs_121p_A_aligned.pdb
P16677,7.3.2.2,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P16677_7.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,9.430,149,False,P16677_7.3.2.2_vs_121p_A_visualization.png,P16677_7.3.2.2_vs_121p_A_aligned.pdb
Q032D0,7.3.2.2,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q032D0_7.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.535,71,False,Q032D0_7.3.2.2_vs_121p_A_visualization.png,Q032D0_7.3.2.2_vs_121p_A_aligned.pdb
